FREQUENCY,MAGNITUDE,PHASE
1.54881661891246e+04,2.37545392523919e+01,-4.24221242294988e+01
1.58489319246109e+04,2.36533231392455e+01,-4.30300049240738e+01
1.62181009735891e+04,2.35498252885818e+01,-4.36360056377827e+01
1.65958690743754e+04,2.34440507571132e+01,-4.42397504784311e+01
1.69824365246172e+04,2.33360070577619e+01,-4.48408648370502e+01
1.73780082874935e+04,2.32257041339432e+01,-4.54389762797551e+01
1.77827941003890e+04,2.31131543240746e+01,-4.60337154206170e+01
1.81970085860996e+04,2.29983723166464e+01,-4.66247167700616e+01
1.86208713666284e+04,2.28813750962711e+01,-4.72116195535942e+01
1.90546071796322e+04,2.27621818812037e+01,-4.77940684959917e+01
1.94984459975802e+04,2.26408140528909e+01,-4.83717145664990e+01
1.99526231496885e+04,2.25172950781679e+01,-4.89442156810022e+01
2.04173794466950e+04,2.23916504247734e+01,-4.95112373576268e+01
2.08929613085401e+04,2.22639074708907e+01,-5.00724533227087e+01
2.13796208950220e+04,2.21340954094607e+01,-5.06275460646102e+01
2.18776162394952e+04,2.20022451480295e+01,-5.11762073333808e+01
2.20500000000000e+04,2.19568427287516e+01,-5.13617004114294e+01
